metric,year,state,unit,value
Intermediate Consumption - Crop Protection Products,2000,State,Euro Million,67.4
Intermediate Consumption - Crop Protection Products,2001,State,Euro Million,60.5
Intermediate Consumption - Crop Protection Products,2002,State,Euro Million,73.0
Intermediate Consumption - Crop Protection Products,2003,State,Euro Million,65.1
Intermediate Consumption - Crop Protection Products,2004,State,Euro Million,64.6
Intermediate Consumption - Crop Protection Products,2005,State,Euro Million,55.9
Intermediate Consumption - Crop Protection Products,2006,State,Euro Million,46.4
Intermediate Consumption - Crop Protection Products,2007,State,Euro Million,50.9
Intermediate Consumption - Crop Protection Products,2008,State,Euro Million,56.7
Intermediate Consumption - Crop Protection Products,2009,State,Euro Million,47.6
Intermediate Consumption - Crop Protection Products,2010,State,Euro Million,54.1
Intermediate Consumption - Crop Protection Products,2011,State,Euro Million,58.3
Intermediate Consumption - Crop Protection Products,2012,State,Euro Million,66.2
Intermediate Consumption - Crop Protection Products,2013,State,Euro Million,59.0
Intermediate Consumption - Crop Protection Products,2014,State,Euro Million,69.2
Intermediate Consumption - Crop Protection Products,2015,State,Euro Million,74.8
Intermediate Consumption - Crop Protection Products,2016,State,Euro Million,68.8
Intermediate Consumption - Crop Protection Products,2017,State,Euro Million,83.67391548
Intermediate Consumption - Crop Protection Products,2018,State,Euro Million,85.37335645
Intermediate Consumption - Crop Protection Products,2019,State,Euro Million,82.75826485
Intermediate Consumption - Crop Protection Products,2020,State,Euro Million,79.07085694
Intermediate Consumption - Crop Protection Products,2021,State,Euro Million,99.27921224
Intermediate Consumption - Crop Protection Products,2022,State,Euro Million,116.2443272
Intermediate Consumption - Crop Protection Products,2023,State,Euro Million,117.8665518
Intermediate Consumption - Crop Protection Products,2024,State,Euro Million,100.0208458
Intermediate Consumption - Veterinary Expenses,2000,State,Euro Million,159.4
Intermediate Consumption - Veterinary Expenses,2001,State,Euro Million,181.2
Intermediate Consumption - Veterinary Expenses,2002,State,Euro Million,189.8
Intermediate Consumption - Veterinary Expenses,2003,State,Euro Million,194.9
Intermediate Consumption - Veterinary Expenses,2004,State,Euro Million,196.1
Intermediate Consumption - Veterinary Expenses,2005,State,Euro Million,209.5
Intermediate Consumption - Veterinary Expenses,2006,State,Euro Million,220.5
Intermediate Consumption - Veterinary Expenses,2007,State,Euro Million,225.5
Intermediate Consumption - Veterinary Expenses,2008,State,Euro Million,224.2
Intermediate Consumption - Veterinary Expenses,2009,State,Euro Million,237.0
Intermediate Consumption - Veterinary Expenses,2010,State,Euro Million,232.7
Intermediate Consumption - Veterinary Expenses,2011,State,Euro Million,250.9
Intermediate Consumption - Veterinary Expenses,2012,State,Euro Million,282.6
Intermediate Consumption - Veterinary Expenses,2013,State,Euro Million,285.1
Intermediate Consumption - Veterinary Expenses,2014,State,Euro Million,286.0
Intermediate Consumption - Veterinary Expenses,2015,State,Euro Million,268.9
Intermediate Consumption - Veterinary Expenses,2016,State,Euro Million,289.9
Intermediate Consumption - Veterinary Expenses,2017,State,Euro Million,301.5179916
Intermediate Consumption - Veterinary Expenses,2018,State,Euro Million,306.0022268
Intermediate Consumption - Veterinary Expenses,2019,State,Euro Million,303.8419693
Intermediate Consumption - Veterinary Expenses,2020,State,Euro Million,325.4167597
Intermediate Consumption - Veterinary Expenses,2021,State,Euro Million,355.7360669
Intermediate Consumption - Veterinary Expenses,2022,State,Euro Million,352.2740264
Intermediate Consumption - Veterinary Expenses,2023,State,Euro Million,391.0452871
Intermediate Consumption - Veterinary Expenses,2024,State,Euro Million,393.4082825
Intermediate Consumption - Forage Plants,2000,State,Euro Million,638.5
Intermediate Consumption - Forage Plants,2001,State,Euro Million,683.0
Intermediate Consumption - Forage Plants,2002,State,Euro Million,619.3
Intermediate Consumption - Forage Plants,2003,State,Euro Million,635.0
Intermediate Consumption - Forage Plants,2004,State,Euro Million,680.5
Intermediate Consumption - Forage Plants,2005,State,Euro Million,777.0
Intermediate Consumption - Forage Plants,2006,State,Euro Million,862.8
Intermediate Consumption - Forage Plants,2007,State,Euro Million,947.9
Intermediate Consumption - Forage Plants,2008,State,Euro Million,1035.5
Intermediate Consumption - Forage Plants,2009,State,Euro Million,838.3
Intermediate Consumption - Forage Plants,2010,State,Euro Million,1041.0
Intermediate Consumption - Forage Plants,2011,State,Euro Million,1002.7
Intermediate Consumption - Forage Plants,2012,State,Euro Million,1006.0
Intermediate Consumption - Forage Plants,2013,State,Euro Million,1288.0
Intermediate Consumption - Forage Plants,2014,State,Euro Million,1037.1
Intermediate Consumption - Forage Plants,2015,State,Euro Million,1001.1
Intermediate Consumption - Forage Plants,2016,State,Euro Million,1046.4
Intermediate Consumption - Forage Plants,2017,State,Euro Million,1166.877732
Intermediate Consumption - Forage Plants,2018,State,Euro Million,1331.568325
Intermediate Consumption - Forage Plants,2019,State,Euro Million,1031.676049
Intermediate Consumption - Forage Plants,2020,State,Euro Million,1134.443665
Intermediate Consumption - Forage Plants,2021,State,Euro Million,1108.889436
Intermediate Consumption - Forage Plants,2022,State,Euro Million,1306.77226
Intermediate Consumption - Forage Plants,2023,State,Euro Million,1612.551915
Intermediate Consumption - Forage Plants,2024,State,Euro Million,1683.718399
Intermediate Consumption - Forage Plants,2025,State,Euro Million,1646.995111
Intermediate Consumption - Contract Work,2000,State,Euro Million,258.1
Intermediate Consumption - Contract Work,2001,State,Euro Million,279.3
Intermediate Consumption - Contract Work,2002,State,Euro Million,248.3
Intermediate Consumption - Contract Work,2003,State,Euro Million,247.9
Intermediate Consumption - Contract Work,2004,State,Euro Million,261.1
Intermediate Consumption - Contract Work,2005,State,Euro Million,270.1
Intermediate Consumption - Contract Work,2006,State,Euro Million,271.5
Intermediate Consumption - Contract Work,2007,State,Euro Million,288.3
Intermediate Consumption - Contract Work,2008,State,Euro Million,281.0
Intermediate Consumption - Contract Work,2009,State,Euro Million,268.7
Intermediate Consumption - Contract Work,2010,State,Euro Million,319.1
Intermediate Consumption - Contract Work,2011,State,Euro Million,335.4
Intermediate Consumption - Contract Work,2012,State,Euro Million,323.8
Intermediate Consumption - Contract Work,2013,State,Euro Million,365.8
Intermediate Consumption - Contract Work,2014,State,Euro Million,358.7
Intermediate Consumption - Contract Work,2015,State,Euro Million,348.0
Intermediate Consumption - Contract Work,2016,State,Euro Million,371.7
Intermediate Consumption - Contract Work,2017,State,Euro Million,375.7040065
Intermediate Consumption - Contract Work,2018,State,Euro Million,443.965729
Intermediate Consumption - Contract Work,2019,State,Euro Million,443.9723853
Intermediate Consumption - Contract Work,2020,State,Euro Million,430.7813202
Intermediate Consumption - Contract Work,2021,State,Euro Million,464.3954285
Intermediate Consumption - Contract Work,2022,State,Euro Million,573.4945777
Intermediate Consumption - Contract Work,2023,State,Euro Million,605.3901405
Intermediate Consumption - Contract Work,2024,State,Euro Million,662.0959672
Intermediate Consumption - Contract Work,2025,State,Euro Million,680.5565261
Gross Value Added at Basic Prices,2000,State,Euro Million,2778.0
Gross Value Added at Basic Prices,2001,State,Euro Million,2597.4
Gross Value Added at Basic Prices,2002,State,Euro Million,2422.9
Gross Value Added at Basic Prices,2003,State,Euro Million,2514.4
Gross Value Added at Basic Prices,2004,State,Euro Million,2640.9
Gross Value Added at Basic Prices,2005,State,Euro Million,1966.0
Gross Value Added at Basic Prices,2006,State,Euro Million,1452.0
Gross Value Added at Basic Prices,2007,State,Euro Million,1749.8
Gross Value Added at Basic Prices,2008,State,Euro Million,1443.0
Gross Value Added at Basic Prices,2009,State,Euro Million,823.4
Gross Value Added at Basic Prices,2010,State,Euro Million,1388.8
Gross Value Added at Basic Prices,2011,State,Euro Million,1869.4
Gross Value Added at Basic Prices,2012,State,Euro Million,1783.5
Gross Value Added at Basic Prices,2013,State,Euro Million,2001.6
Gross Value Added at Basic Prices,2014,State,Euro Million,2174.1
Gross Value Added at Basic Prices,2015,State,Euro Million,2471.6
Gross Value Added at Basic Prices,2016,State,Euro Million,2359.1
Gross Value Added at Basic Prices,2017,State,Euro Million,3201.668198
Gross Value Added at Basic Prices,2018,State,Euro Million,2632.240498
Gross Value Added at Basic Prices,2019,State,Euro Million,2901.118616
Gross Value Added at Basic Prices,2020,State,Euro Million,3368.263573
Gross Value Added at Basic Prices,2021,State,Euro Million,4004.230889
Gross Value Added at Basic Prices,2022,State,Euro Million,5017.628651
Gross Value Added at Basic Prices,2023,State,Euro Million,3472.527897
Gross Value Added at Basic Prices,2024,State,Euro Million,4774.758951
Gross Value Added at Basic Prices,2025,State,Euro Million,6105.906513
Fixed Capital Consumption,2000,State,Euro Million,589.6
Fixed Capital Consumption,2001,State,Euro Million,617.8
Fixed Capital Consumption,2002,State,Euro Million,636.1
Fixed Capital Consumption,2003,State,Euro Million,639.8
Fixed Capital Consumption,2004,State,Euro Million,651.9
Fixed Capital Consumption,2005,State,Euro Million,647.6
Fixed Capital Consumption,2006,State,Euro Million,668.0
Fixed Capital Consumption,2007,State,Euro Million,704.0
Fixed Capital Consumption,2008,State,Euro Million,769.4
Fixed Capital Consumption,2009,State,Euro Million,779.6
Fixed Capital Consumption,2010,State,Euro Million,733.9
Fixed Capital Consumption,2011,State,Euro Million,709.9
Fixed Capital Consumption,2012,State,Euro Million,716.8
Fixed Capital Consumption,2013,State,Euro Million,711.9
Fixed Capital Consumption,2014,State,Euro Million,763.0
Fixed Capital Consumption,2015,State,Euro Million,805.3
Fixed Capital Consumption,2016,State,Euro Million,813.5
Fixed Capital Consumption,2017,State,Euro Million,849.1747591
Fixed Capital Consumption,2018,State,Euro Million,913.6845275
Fixed Capital Consumption,2019,State,Euro Million,972.9384439
Fixed Capital Consumption,2020,State,Euro Million,992.1623976
Fixed Capital Consumption,2021,State,Euro Million,1087.926866
Fixed Capital Consumption,2022,State,Euro Million,1217.135197
Fixed Capital Consumption,2023,State,Euro Million,1265.468712
Fixed Capital Consumption,2024,State,Euro Million,1289.865312
Fixed Capital Consumption,2025,State,Euro Million,1289.865312
"Fixed Capital Consumption - Machinery, Equipment, etc",2000,State,Euro Million,422.3
"Fixed Capital Consumption - Machinery, Equipment, etc",2001,State,Euro Million,430.0
"Fixed Capital Consumption - Machinery, Equipment, etc",2002,State,Euro Million,438.4
"Fixed Capital Consumption - Machinery, Equipment, etc",2003,State,Euro Million,440.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2004,State,Euro Million,442.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2005,State,Euro Million,430.8
"Fixed Capital Consumption - Machinery, Equipment, etc",2006,State,Euro Million,440.0
"Fixed Capital Consumption - Machinery, Equipment, etc",2007,State,Euro Million,458.2
"Fixed Capital Consumption - Machinery, Equipment, etc",2008,State,Euro Million,491.1
"Fixed Capital Consumption - Machinery, Equipment, etc",2009,State,Euro Million,489.2
"Fixed Capital Consumption - Machinery, Equipment, etc",2010,State,Euro Million,411.9
"Fixed Capital Consumption - Machinery, Equipment, etc",2011,State,Euro Million,393.4
"Fixed Capital Consumption - Machinery, Equipment, etc",2012,State,Euro Million,394.9
"Fixed Capital Consumption - Machinery, Equipment, etc",2013,State,Euro Million,383.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2014,State,Euro Million,417.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2015,State,Euro Million,441.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2016,State,Euro Million,424.7
"Fixed Capital Consumption - Machinery, Equipment, etc",2017,State,Euro Million,438.330437
"Fixed Capital Consumption - Machinery, Equipment, etc",2018,State,Euro Million,465.4937728
"Fixed Capital Consumption - Machinery, Equipment, etc",2019,State,Euro Million,491.0817038
"Fixed Capital Consumption - Machinery, Equipment, etc",2020,State,Euro Million,503.0093447
"Fixed Capital Consumption - Machinery, Equipment, etc",2021,State,Euro Million,544.2245185
"Fixed Capital Consumption - Machinery, Equipment, etc",2022,State,Euro Million,603.7806708
"Fixed Capital Consumption - Machinery, Equipment, etc",2023,State,Euro Million,640.1040803
"Fixed Capital Consumption - Machinery, Equipment, etc",2024,State,Euro Million,658.3857585
Fixed Capital Consumption - Farm Buildings,2000,State,Euro Million,167.3
Fixed Capital Consumption - Farm Buildings,2001,State,Euro Million,187.8
Fixed Capital Consumption - Farm Buildings,2002,State,Euro Million,197.7
Fixed Capital Consumption - Farm Buildings,2003,State,Euro Million,199.2
Fixed Capital Consumption - Farm Buildings,2004,State,Euro Million,209.3
Fixed Capital Consumption - Farm Buildings,2005,State,Euro Million,216.8
Fixed Capital Consumption - Farm Buildings,2006,State,Euro Million,228.0
Fixed Capital Consumption - Farm Buildings,2007,State,Euro Million,245.8
Fixed Capital Consumption - Farm Buildings,2008,State,Euro Million,278.3
Fixed Capital Consumption - Farm Buildings,2009,State,Euro Million,290.4
Fixed Capital Consumption - Farm Buildings,2010,State,Euro Million,322.0
Fixed Capital Consumption - Farm Buildings,2011,State,Euro Million,316.5
Fixed Capital Consumption - Farm Buildings,2012,State,Euro Million,321.9
Fixed Capital Consumption - Farm Buildings,2013,State,Euro Million,328.3
Fixed Capital Consumption - Farm Buildings,2014,State,Euro Million,345.4
Fixed Capital Consumption - Farm Buildings,2015,State,Euro Million,363.8
Fixed Capital Consumption - Farm Buildings,2016,State,Euro Million,388.7
Fixed Capital Consumption - Farm Buildings,2017,State,Euro Million,410.8443221
Fixed Capital Consumption - Farm Buildings,2018,State,Euro Million,448.1907547
Fixed Capital Consumption - Farm Buildings,2019,State,Euro Million,481.8567401
Fixed Capital Consumption - Farm Buildings,2020,State,Euro Million,489.1530529
Fixed Capital Consumption - Farm Buildings,2021,State,Euro Million,543.7023471
Fixed Capital Consumption - Farm Buildings,2022,State,Euro Million,613.3545264
Fixed Capital Consumption - Farm Buildings,2023,State,Euro Million,625.3646315
Fixed Capital Consumption - Farm Buildings,2024,State,Euro Million,631.4795537
Net Value Added at Basic Prices,2000,State,Euro Million,2188.4
Net Value Added at Basic Prices,2001,State,Euro Million,1979.6
Net Value Added at Basic Prices,2002,State,Euro Million,1786.8
Net Value Added at Basic Prices,2003,State,Euro Million,1874.6
Net Value Added at Basic Prices,2004,State,Euro Million,1989.0
Net Value Added at Basic Prices,2005,State,Euro Million,1318.4
Net Value Added at Basic Prices,2006,State,Euro Million,784.0
Net Value Added at Basic Prices,2007,State,Euro Million,1045.8
Net Value Added at Basic Prices,2008,State,Euro Million,673.6
Net Value Added at Basic Prices,2009,State,Euro Million,43.8
Net Value Added at Basic Prices,2010,State,Euro Million,654.9
Net Value Added at Basic Prices,2011,State,Euro Million,1159.5
Net Value Added at Basic Prices,2012,State,Euro Million,1066.7
Net Value Added at Basic Prices,2013,State,Euro Million,1289.7
Net Value Added at Basic Prices,2014,State,Euro Million,1411.1
Net Value Added at Basic Prices,2015,State,Euro Million,1666.3
Net Value Added at Basic Prices,2016,State,Euro Million,1545.6
Net Value Added at Basic Prices,2017,State,Euro Million,2352.493439
Net Value Added at Basic Prices,2018,State,Euro Million,1718.555971
Net Value Added at Basic Prices,2019,State,Euro Million,1928.180172
Net Value Added at Basic Prices,2020,State,Euro Million,2376.101176
Net Value Added at Basic Prices,2021,State,Euro Million,2916.304023
Net Value Added at Basic Prices,2022,State,Euro Million,3800.493454
Net Value Added at Basic Prices,2023,State,Euro Million,2207.059185
Net Value Added at Basic Prices,2024,State,Euro Million,3484.893639
Net Value Added at Basic Prices,2025,State,Euro Million,4816.041201
Other Subsidies Less Taxes on Production,2000,State,Euro Million,356.5
Other Subsidies Less Taxes on Production,2001,State,Euro Million,569.0
Other Subsidies Less Taxes on Production,2002,State,Euro Million,616.1
Other Subsidies Less Taxes on Production,2003,State,Euro Million,577.2
Other Subsidies Less Taxes on Production,2004,State,Euro Million,592.4
Other Subsidies Less Taxes on Production,2005,State,Euro Million,1680.5
Other Subsidies Less Taxes on Production,2006,State,Euro Million,1826.9
Other Subsidies Less Taxes on Production,2007,State,Euro Million,1844.9
Other Subsidies Less Taxes on Production,2008,State,Euro Million,1880.9
Other Subsidies Less Taxes on Production,2009,State,Euro Million,1812.9
Other Subsidies Less Taxes on Production,2010,State,Euro Million,1651.3
Other Subsidies Less Taxes on Production,2011,State,Euro Million,1831.7
Other Subsidies Less Taxes on Production,2012,State,Euro Million,1682.0
Other Subsidies Less Taxes on Production,2013,State,Euro Million,1557.6
Other Subsidies Less Taxes on Production,2014,State,Euro Million,1525.8
Other Subsidies Less Taxes on Production,2015,State,Euro Million,1409.9
Other Subsidies Less Taxes on Production,2016,State,Euro Million,1593.4
Other Subsidies Less Taxes on Production,2017,State,Euro Million,1638.990695
Other Subsidies Less Taxes on Production,2018,State,Euro Million,1683.776104
Other Subsidies Less Taxes on Production,2019,State,Euro Million,1636.08575
Other Subsidies Less Taxes on Production,2020,State,Euro Million,1668.506161
Other Subsidies Less Taxes on Production,2021,State,Euro Million,1680.319292
Other Subsidies Less Taxes on Production,2022,State,Euro Million,1914.999678
Other Subsidies Less Taxes on Production,2023,State,Euro Million,1609.367319
Other Subsidies Less Taxes on Production,2024,State,Euro Million,1991.629304
Other Subsidies Less Taxes on Production,2025,State,Euro Million,2003.914163
Factor Income,2000,State,Euro Million,2545.0
Factor Income,2001,State,Euro Million,2548.6
Factor Income,2002,State,Euro Million,2402.9
Factor Income,2003,State,Euro Million,2451.8
Factor Income,2004,State,Euro Million,2581.4
Factor Income,2005,State,Euro Million,2999.0
Factor Income,2006,State,Euro Million,2610.9
Factor Income,2007,State,Euro Million,2890.6
Factor Income,2008,State,Euro Million,2554.5
Factor Income,2009,State,Euro Million,1856.7
Factor Income,2010,State,Euro Million,2306.2
Factor Income,2011,State,Euro Million,2991.2
Factor Income,2012,State,Euro Million,2748.7
Factor Income,2013,State,Euro Million,2847.3
Factor Income,2014,State,Euro Million,2936.9
Factor Income,2015,State,Euro Million,3076.2
Factor Income,2016,State,Euro Million,3139.0
Factor Income,2017,State,Euro Million,3991.484134
Factor Income,2018,State,Euro Million,3402.332074
Factor Income,2019,State,Euro Million,3564.265922
Factor Income,2020,State,Euro Million,4044.607337
Factor Income,2021,State,Euro Million,4596.623315
Factor Income,2022,State,Euro Million,5715.493132
Factor Income,2023,State,Euro Million,3816.426505
Factor Income,2024,State,Euro Million,5476.522943
Factor Income,2025,State,Euro Million,6819.955363
Compensation of Employees,2000,State,Euro Million,381.9
Compensation of Employees,2001,State,Euro Million,371.5
Compensation of Employees,2002,State,Euro Million,378.2
Compensation of Employees,2003,State,Euro Million,391.1
Compensation of Employees,2004,State,Euro Million,404.0
Compensation of Employees,2005,State,Euro Million,409.1
Compensation of Employees,2006,State,Euro Million,425.3
Compensation of Employees,2007,State,Euro Million,448.6
Compensation of Employees,2008,State,Euro Million,436.3
Compensation of Employees,2009,State,Euro Million,427.7
Compensation of Employees,2010,State,Euro Million,464.7
Compensation of Employees,2011,State,Euro Million,475.4
Compensation of Employees,2012,State,Euro Million,468.0
Compensation of Employees,2013,State,Euro Million,491.4
Compensation of Employees,2014,State,Euro Million,495.7
Compensation of Employees,2015,State,Euro Million,489.0
Compensation of Employees,2016,State,Euro Million,513.1
Compensation of Employees,2017,State,Euro Million,567.6673005
Compensation of Employees,2018,State,Euro Million,642.5299016
Compensation of Employees,2019,State,Euro Million,701.704934
Compensation of Employees,2020,State,Euro Million,798.6697236
Compensation of Employees,2021,State,Euro Million,875.8897488
Compensation of Employees,2022,State,Euro Million,944.9381191
Compensation of Employees,2023,State,Euro Million,1102.888198
Compensation of Employees,2024,State,Euro Million,1186.420065
Compensation of Employees,2025,State,Euro Million,1282.668802
Operating Surplus,2000,State,Euro Million,2163.0
Operating Surplus,2001,State,Euro Million,2177.1
Operating Surplus,2002,State,Euro Million,2024.8
Operating Surplus,2003,State,Euro Million,2060.7
Operating Surplus,2004,State,Euro Million,2177.4
Operating Surplus,2005,State,Euro Million,2589.9
Operating Surplus,2006,State,Euro Million,2185.6
Operating Surplus,2007,State,Euro Million,2442.0
Operating Surplus,2008,State,Euro Million,2118.3
Operating Surplus,2009,State,Euro Million,1429.0
Operating Surplus,2010,State,Euro Million,1841.5
Operating Surplus,2011,State,Euro Million,2515.8
Operating Surplus,2012,State,Euro Million,2280.7
Operating Surplus,2013,State,Euro Million,2355.9
Operating Surplus,2014,State,Euro Million,2441.2
Operating Surplus,2015,State,Euro Million,2587.2
Operating Surplus,2016,State,Euro Million,2626.0
Operating Surplus,2017,State,Euro Million,3423.816834
Operating Surplus,2018,State,Euro Million,2759.802173
Operating Surplus,2019,State,Euro Million,2862.560988
Operating Surplus,2020,State,Euro Million,3245.937613
Operating Surplus,2021,State,Euro Million,3720.733566
Operating Surplus,2022,State,Euro Million,4770.555013
Operating Surplus,2023,State,Euro Million,2713.538307
Operating Surplus,2024,State,Euro Million,4290.102878
Operating Surplus,2025,State,Euro Million,5537.286561
Interest less FISIM,2000,State,Euro Million,208.2
Interest less FISIM,2001,State,Euro Million,190.3
Interest less FISIM,2002,State,Euro Million,204.1
Interest less FISIM,2003,State,Euro Million,189.5
Interest less FISIM,2004,State,Euro Million,195.5
Interest less FISIM,2005,State,Euro Million,211.4
Interest less FISIM,2006,State,Euro Million,262.6
Interest less FISIM,2007,State,Euro Million,344.8
Interest less FISIM,2008,State,Euro Million,411.3
Interest less FISIM,2009,State,Euro Million,328.7
Interest less FISIM,2010,State,Euro Million,311.5
Interest less FISIM,2011,State,Euro Million,295.1
Interest less FISIM,2012,State,Euro Million,296.0
Interest less FISIM,2013,State,Euro Million,298.3
Interest less FISIM,2014,State,Euro Million,267.1
Interest less FISIM,2015,State,Euro Million,85.1
Interest less FISIM,2016,State,Euro Million,35.7
Interest less FISIM,2017,State,Euro Million,20.04241575
Interest less FISIM,2018,State,Euro Million,22.07977059
Interest less FISIM,2019,State,Euro Million,18.25151726
Interest less FISIM,2020,State,Euro Million,28.95352896
Interest less FISIM,2021,State,Euro Million,36.12922314
Interest less FISIM,2022,State,Euro Million,45.99420729
Interest less FISIM,2023,State,Euro Million,120.1311959
Interest less FISIM,2024,State,Euro Million,182.9646061
Interest less FISIM,2025,State,Euro Million,159.1105706
Net Interest,2020,State,Euro Million,27.55916332
Net Interest,2021,State,Euro Million,35.14710821
Net Interest,2022,State,Euro Million,44.04212423
Net Interest,2023,State,Euro Million,109.8623027
Net Interest,2024,State,Euro Million,160.2359353
Net Interest,2025,State,Euro Million,136.3646584
Land Rental,2000,State,Euro Million,184.3
Land Rental,2001,State,Euro Million,195.9
Land Rental,2002,State,Euro Million,182.3
Land Rental,2003,State,Euro Million,178.7
Land Rental,2004,State,Euro Million,171.8
Land Rental,2005,State,Euro Million,159.5
Land Rental,2006,State,Euro Million,152.8
Land Rental,2007,State,Euro Million,149.1
Land Rental,2008,State,Euro Million,153.0
Land Rental,2009,State,Euro Million,150.7
Land Rental,2010,State,Euro Million,209.3
Land Rental,2011,State,Euro Million,214.1
Land Rental,2012,State,Euro Million,214.0
Land Rental,2013,State,Euro Million,205.7
Land Rental,2014,State,Euro Million,202.1
Land Rental,2015,State,Euro Million,210.8
Land Rental,2016,State,Euro Million,237.6
Land Rental,2017,State,Euro Million,274.2814469
Land Rental,2018,State,Euro Million,317.8102124
Land Rental,2019,State,Euro Million,385.5643306
Land Rental,2020,State,Euro Million,470.0288873
Land Rental,2021,State,Euro Million,502.2550522
Land Rental,2022,State,Euro Million,549.1153987
Land Rental,2023,State,Euro Million,601.8944708
Land Rental,2024,State,Euro Million,657.1282526
Land Rental,2025,State,Euro Million,657.1282526
Entrepreneurial Income,2000,State,Euro Million,1770.7
Entrepreneurial Income,2001,State,Euro Million,1791.0
Entrepreneurial Income,2002,State,Euro Million,1638.3
Entrepreneurial Income,2003,State,Euro Million,1691.9
Entrepreneurial Income,2004,State,Euro Million,1810.1
Entrepreneurial Income,2005,State,Euro Million,2218.9
Entrepreneurial Income,2006,State,Euro Million,1770.2
Entrepreneurial Income,2007,State,Euro Million,1948.1
Entrepreneurial Income,2008,State,Euro Million,1553.9
Entrepreneurial Income,2009,State,Euro Million,949.6
Entrepreneurial Income,2010,State,Euro Million,1320.7
Entrepreneurial Income,2011,State,Euro Million,2006.6
Entrepreneurial Income,2012,State,Euro Million,1770.6
Entrepreneurial Income,2013,State,Euro Million,1851.9
Entrepreneurial Income,2014,State,Euro Million,1972.0
Entrepreneurial Income,2015,State,Euro Million,2291.4
Entrepreneurial Income,2016,State,Euro Million,2352.7
Entrepreneurial Income,2017,State,Euro Million,3129.492971
Entrepreneurial Income,2018,State,Euro Million,2419.91219
Entrepreneurial Income,2019,State,Euro Million,2458.74514
Entrepreneurial Income,2020,State,Euro Million,2748.349562
Entrepreneurial Income,2021,State,Euro Million,3183.331406
Entrepreneurial Income,2022,State,Euro Million,4177.39749
Entrepreneurial Income,2023,State,Euro Million,2001.781533
Entrepreneurial Income,2024,State,Euro Million,3472.73869
Entrepreneurial Income,2025,State,Euro Million,4743.79365
